_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,at_least_how_many_bicycles_are_loaded_on_the_bus,nobus,route,vehicle,at_least_how_many_bicycles_are_loaded_on_the_bus_gold,image,nobus_gold,route_gold,vehicle_gold
692698293,3/22/2015 0:14,FALSE,1595546800,,3/22/2015 0:09,TRUE,elite,1,31858799,TUR,34,Istanbul,88.233.30.142,1,FALSE,48,,,G0030588,,,
692698280,3/22/2015 0:03,FALSE,1595542779,,3/22/2015 0:00,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,0,FALSE,NA,3425,,G0040591,,,
692698280,3/22/2015 0:10,FALSE,1595545521,,3/22/2015 0:03,TRUE,clixsense,1,29549258,TUR,16,Bursa,78.172.1.176,2,FALSE,NA,3426,,G0040591,,,
692698264,3/22/2015 0:04,FALSE,1595543175,,3/22/2015 0:00,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,2,FALSE,271,3426,,G0040593,,,
692698248,3/22/2015 0:06,FALSE,1595543899,,3/22/2015 0:00,TRUE,clixsense,1,27423910,PHL,F2,Quezon City,180.191.219.81,2,FALSE,271,3426,,G0040594,,,
692698248,3/22/2015 0:08,FALSE,1595544828,,3/22/2015 0:07,TRUE,elite,1,25409262,PAK,5,Karachi,182.178.47.87,2,FALSE,NA,3426,,G0040594,,,
692698248,3/22/2015 0:11,FALSE,1595545603,,3/22/2015 0:08,TRUE,neodev,1,31167780,COL,2,Medellín,200.24.16.87,3,FALSE,271,3426,,G0040594,,,
692698248,3/22/2015 0:12,FALSE,1595546109,,3/22/2015 0:11,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,2,FALSE,271,3426,,G0040594,,,
692698249,3/22/2015 0:03,FALSE,1595542438,,3/22/2015 0:00,TRUE,clixsense,1,31336178,BIH,,,31.223.156.242,3,FALSE,271,3426,,G0040598,,,
692698249,3/22/2015 0:03,FALSE,1595542809,,3/22/2015 0:00,TRUE,neodev,1,21353389,LVA,25,Riga,77.38.251.50,3,FALSE,271,3426,,G0040598,,,
692698249,3/22/2015 0:06,FALSE,1595544026,,3/22/2015 0:04,TRUE,clixsense,1,29304462,TUR,17,Çanakkale,85.107.237.173,2,FALSE,271,3426,,G0040598,,,
692698249,3/22/2015 0:09,FALSE,1595545021,,3/22/2015 0:03,TRUE,neodev,1,28728128,ARG,,,181.111.23.71,3,FALSE,NA,3426,,G0040598,,,
692698249,3/22/2015 0:11,FALSE,1595545866,,3/22/2015 0:10,TRUE,elite,1,25409262,PAK,5,Karachi,182.178.47.87,2,FALSE,NA,,,G0040598,,,
692698249,3/22/2015 0:12,FALSE,1595546092,,3/22/2015 0:09,TRUE,clixsense,1,31505928,BGR,62,Svishtov,77.78.57.16,3,FALSE,271,3426,,G0040598,,,
692698249,3/22/2015 0:14,FALSE,1595546771,,3/22/2015 0:12,TRUE,clixsense,1,29549258,TUR,16,Bursa,78.172.1.176,2,FALSE,271,3426,,G0040598,,,
692698276,3/22/2015 0:02,FALSE,1595542115,,3/22/2015 0:00,TRUE,clixsense,1,29304462,TUR,17,Çanakkale,85.107.237.173,2,FALSE,NA,6862,,G0060609,,,
692698276,3/22/2015 0:03,FALSE,1595542785,,3/22/2015 0:00,TRUE,elite,1,25409262,PAK,5,Karachi,182.178.47.87,2,FALSE,NA,6862,,G0060609,,,
692698276,3/22/2015 0:05,FALSE,1595543349,,3/22/2015 0:02,TRUE,neodev,0,23786472,IND,2,Tirupati,117.204.56.248,2,FALSE,NA,6862,,G0060609,,,
692698276,3/22/2015 0:07,FALSE,1595544423,,3/22/2015 0:03,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,2,FALSE,NA,6862,,G0060609,,,
692698276,3/22/2015 0:08,FALSE,1595544663,,3/22/2015 0:05,TRUE,elite,1,30087800,BIH,1,Sarajevo,77.78.221.140,2,FALSE,NA,6862,,G0060609,,,
692698276,3/22/2015 0:09,FALSE,1595545141,,3/22/2015 0:07,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,2,FALSE,NA,6862,,G0060609,,,
692698276,3/22/2015 0:13,FALSE,1595546522,,3/22/2015 0:09,TRUE,clixsense,1,31565527,TUR,34,Istanbul,78.180.132.247,2,FALSE,NA,6862,,G0060609,,,
692698250,3/22/2015 0:03,FALSE,1595542780,,3/22/2015 0:00,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,2,FALSE,NA,6862,,G0060610,,,
692698250,3/22/2015 0:10,FALSE,1595545520,,3/22/2015 0:03,TRUE,clixsense,1,29549258,TUR,16,Bursa,78.172.1.176,2,FALSE,NA,6862,,G0060610,,,
692698289,3/22/2015 0:02,TRUE,1595542117,,3/22/2015 0:00,TRUE,clixsense,1,29304462,TUR,17,Çanakkale,85.107.237.173,2,FALSE,NA,6862,2,G0070619,FALSE,NA,6862
692698289,3/22/2015 0:06,TRUE,1595543717,,3/22/2015 0:00,TRUE,clixsense,1,30959343,DOM,5,Santo Domingo,190.167.0.229,2,FALSE,NA,6862,2,G0070619,FALSE,NA,6862
692698289,3/22/2015 0:06,TRUE,1595543912,,3/22/2015 0:00,TRUE,clixsense,1,27423910,PHL,F2,Quezon City,180.191.219.81,2,FALSE,NA,6862,2,G0070619,FALSE,NA,6862
692698289,3/22/2015 0:09,TRUE,1595544951,,3/22/2015 0:00,TRUE,neodev,1,31969790,MUS,17,Floréal,197.226.131.31,2,FALSE,NA,6862,2,G0070619,FALSE,NA,6862
692698289,3/22/2015 0:11,TRUE,1595545870,,3/22/2015 0:10,TRUE,elite,1,25409262,PAK,5,Karachi,182.178.47.87,2,FALSE,NA,6862,2,G0070619,FALSE,NA,6862
692698289,3/22/2015 0:13,TRUE,1595546331,,3/22/2015 0:09,TRUE,clixsense,1,30517365,MAR,,,197.130.175.223,2,FALSE,NA,6862,2,G0070619,FALSE,NA,6862
692698289,3/22/2015 0:13,TRUE,1595546380,,3/22/2015 0:09,TRUE,neodev,1,28315076,VEN,,,190.206.88.164,2,FALSE,NA,6862,2,G0070619,FALSE,NA,6862
692700875,3/22/2015 0:05,FALSE,1595543216,,3/22/2015 0:00,TRUE,clixsense,1,30711020,PRT,10,Machico,89.109.93.83,2,FALSE,NA,6862,,G0070619,,,
692700875,3/22/2015 0:08,FALSE,1595544781,,3/22/2015 0:00,TRUE,elite,1,31858799,TUR,34,Istanbul,88.233.30.142,2,FALSE,NA,6862,,G0070619,,,
692700875,3/22/2015 0:14,FALSE,1595546762,,3/22/2015 0:08,TRUE,clixsense,1,6334396,IDN,4,Jakarta,112.215.64.18,2,FALSE,NA,6862,,G0070619,,,
692698251,3/22/2015 0:02,FALSE,1595541975,,3/22/2015 0:00,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,2,FALSE,NA,,,G0070628,,,
692698251,3/22/2015 0:06,FALSE,1595543890,,3/22/2015 0:02,TRUE,clixsense,1,21515140,BGR,41,Sevlievo,46.10.97.39,2,FALSE,NA,,,G0070628,,,
692698251,3/22/2015 0:07,FALSE,1595544394,,3/22/2015 0:00,TRUE,elite,1,31039900,TUR,17,Çanakkale,176.232.168.35,2,FALSE,NA,,,G0070628,,,
692698251,3/22/2015 0:09,FALSE,1595545088,,3/22/2015 0:07,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,2,FALSE,NA,,,G0070628,,,
692698251,3/22/2015 0:13,FALSE,1595546335,,3/22/2015 0:09,TRUE,clixsense,1,27423910,PHL,F2,Quezon City,180.191.219.81,2,FALSE,NA,6862,,G0070628,,,
692698251,3/22/2015 0:13,FALSE,1595546633,,3/22/2015 0:07,TRUE,clixsense,0,29711374,PHL,53,Taytay,116.93.58.98,1,FALSE,542,9538,,G0070628,,,
692698252,3/22/2015 0:02,FALSE,1595542060,,3/22/2015 0:00,TRUE,clixsense,1,17011887,PRT,14,Lisbon,95.95.162.209,0,FALSE,NA,9612,,G0080638,,,
692698252,3/22/2015 0:03,FALSE,1595542606,,3/22/2015 0:02,TRUE,clixsense,1,29304462,TUR,17,Çanakkale,85.107.237.173,0,FALSE,NA,9612,,G0080638,,,
692698252,3/22/2015 0:04,FALSE,1595543124,,3/22/2015 0:03,TRUE,clixsense,1,31613805,BIH,,,31.223.135.77,0,FALSE,NA,9612,,G0080638,,,
692698252,3/22/2015 0:06,FALSE,1595543876,,3/22/2015 0:04,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,0,FALSE,NA,9612,,G0080638,,,
692698253,3/22/2015 0:07,FALSE,1595544430,,3/22/2015 0:05,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,,TRUE,,,,G0100656,,,
692698253,3/22/2015 0:11,FALSE,1595545652,,3/22/2015 0:07,TRUE,clixsense,1,30376066,SRB,0,Belgrade,178.221.52.166,,TRUE,,,,G0100656,,,
692698253,3/22/2015 0:15,FALSE,1595547068,,3/22/2015 0:11,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,,TRUE,,,,G0100656,,,
692698254,3/22/2015 0:07,FALSE,1595544425,,3/22/2015 0:05,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,,TRUE,,,,G0110659,,,
692698254,3/22/2015 0:11,FALSE,1595545653,,3/22/2015 0:07,TRUE,clixsense,1,30376066,SRB,0,Belgrade,178.221.52.166,,TRUE,,,,G0110659,,,
692698254,3/22/2015 0:15,FALSE,1595547072,,3/22/2015 0:11,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,,TRUE,,,,G0110659,,,
692698255,3/22/2015 0:06,FALSE,1595543895,,3/22/2015 0:00,TRUE,clixsense,1,27423910,PHL,F2,Quezon City,180.191.219.81,,TRUE,,,,G0110668,,,
692698255,3/22/2015 0:08,FALSE,1595544826,,3/22/2015 0:07,TRUE,elite,1,25409262,PAK,5,Karachi,182.178.47.87,,TRUE,,,,G0110668,,,
692698255,3/22/2015 0:11,FALSE,1595545592,,3/22/2015 0:08,TRUE,neodev,1,31167780,COL,2,Medellín,200.24.16.87,,TRUE,,,,G0110668,,,
692698255,3/22/2015 0:12,FALSE,1595546111,,3/22/2015 0:11,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,,TRUE,,,,G0110668,,,
692698256,3/22/2015 0:02,FALSE,1595541976,,3/22/2015 0:00,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,1,FALSE,545,9543,,G0120678,,,
692698256,3/22/2015 0:06,FALSE,1595543894,,3/22/2015 0:02,TRUE,clixsense,1,21515140,BGR,41,Sevlievo,46.10.97.39,2,FALSE,545,9543,,G0120678,,,
692698256,3/22/2015 0:07,FALSE,1595544389,,3/22/2015 0:00,TRUE,elite,1,31039900,TUR,17,Çanakkale,176.232.168.35,2,FALSE,545,9543,,G0120678,,,
692698256,3/22/2015 0:09,FALSE,1595545081,,3/22/2015 0:07,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,1,FALSE,545,9543,,G0120678,,,
692698256,3/22/2015 0:13,FALSE,1595546333,,3/22/2015 0:09,TRUE,clixsense,1,27423910,PHL,F2,Quezon City,180.191.219.81,2,FALSE,545,9543,,G0120678,,,
692698256,3/22/2015 0:13,FALSE,1595546630,,3/22/2015 0:07,TRUE,clixsense,0,29711374,PHL,53,Taytay,116.93.58.98,1,FALSE,542,9538,,G0120678,,,
692698256,3/22/2015 0:14,FALSE,1595546883,,3/22/2015 0:13,TRUE,clixsense,1,30517365,MAR,,,197.130.175.223,2,FALSE,545,9543,,G0120678,,,
692698257,3/22/2015 0:05,FALSE,1595543214,,3/22/2015 0:00,TRUE,clixsense,1,30711020,PRT,10,Machico,89.109.93.83,,TRUE,,,,G0130691,,,
692698257,3/22/2015 0:08,FALSE,1595544787,,3/22/2015 0:00,TRUE,elite,1,31858799,TUR,34,Istanbul,88.233.30.142,,TRUE,,,,G0130691,,,
692698257,3/22/2015 0:14,FALSE,1595546767,,3/22/2015 0:08,TRUE,clixsense,1,6334396,IDN,4,Jakarta,112.215.64.18,,TRUE,,,,G0130691,,,
692698258,3/22/2015 0:08,TRUE,1595544795,,3/22/2015 0:00,TRUE,elite,1,31858799,TUR,34,Istanbul,88.233.30.142,1,FALSE,542,,1,G0140699,,542,
692698258,3/22/2015 0:08,TRUE,1595544827,,3/22/2015 0:07,TRUE,elite,1,25409262,PAK,5,Karachi,182.178.47.87,1,FALSE,542,,1,G0140699,,542,
692698258,3/22/2015 0:13,TRUE,1595546334,,3/22/2015 0:09,TRUE,clixsense,1,27423910,PHL,F2,Quezon City,180.191.219.81,1,FALSE,542,,1,G0140699,,542,
692701282,3/22/2015 0:04,FALSE,1595543185,,3/22/2015 0:00,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,1,FALSE,542,,,G0140699,,,
692698265,3/22/2015 0:02,FALSE,1595541974,,3/22/2015 0:00,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,1,FALSE,542,,,G0140700,,,
692698265,3/22/2015 0:06,FALSE,1595543910,,3/22/2015 0:02,TRUE,clixsense,1,21515140,BGR,41,Sevlievo,46.10.97.39,1,FALSE,542,,,G0140700,,,
692698265,3/22/2015 0:07,FALSE,1595544393,,3/22/2015 0:00,TRUE,elite,1,31039900,TUR,17,Çanakkale,176.232.168.35,1,FALSE,542,,,G0140700,,,
692698265,3/22/2015 0:09,FALSE,1595545083,,3/22/2015 0:07,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,1,FALSE,542,,,G0140700,,,
692698265,3/22/2015 0:13,FALSE,1595546336,,3/22/2015 0:09,TRUE,clixsense,1,27423910,PHL,F2,Quezon City,180.191.219.81,1,FALSE,542,9538,,G0140700,,,
692698265,3/22/2015 0:13,FALSE,1595546632,,3/22/2015 0:07,TRUE,clixsense,0,29711374,PHL,53,Taytay,116.93.58.98,2,FALSE,NA,686,,G0140700,,,
692698259,3/22/2015 0:06,TRUE,1595543878,,3/22/2015 0:04,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,1,FALSE,542,9538,1,G0140701,FALSE,542,9538
692698259,3/22/2015 0:06,TRUE,1595543892,,3/22/2015 0:02,TRUE,clixsense,1,21515140,BGR,41,Sevlievo,46.10.97.39,1,FALSE,542,9538,1,G0140701,FALSE,542,9538
692698259,3/22/2015 0:07,TRUE,1595544391,,3/22/2015 0:00,TRUE,elite,1,31039900,TUR,17,Çanakkale,176.232.168.35,1,FALSE,542,9538,1,G0140701,FALSE,542,9538
692698259,3/22/2015 0:09,TRUE,1595545031,,3/22/2015 0:03,TRUE,neodev,1,28728128,ARG,,,181.111.23.71,1,FALSE,542,9538,1,G0140701,FALSE,542,9538
692698259,3/22/2015 0:13,TRUE,1595546629,TRUE,3/22/2015 0:07,TRUE,clixsense,0,29711374,PHL,53,Taytay,116.93.58.98,,TRUE,,,1,G0140701,FALSE,542,9538
692700391,3/22/2015 0:02,FALSE,1595542270,,3/22/2015 0:00,TRUE,clixsense,1,31505928,BGR,62,Svishtov,77.78.57.16,1,FALSE,542,9538,,G0140701,,,
692700391,3/22/2015 0:08,FALSE,1595544845,,3/22/2015 0:03,TRUE,neodev,1,31167780,COL,2,Medellín,200.24.16.87,1,FALSE,542,9538,,G0140701,,,
692700391,3/22/2015 0:13,FALSE,1595546373,,3/22/2015 0:09,TRUE,neodev,1,28315076,VEN,,,190.206.88.164,1,FALSE,542,9538,,G0140701,,,
692700391,3/22/2015 0:14,FALSE,1595547066,,3/22/2015 0:13,TRUE,clixsense,1,29304462,TUR,17,Çanakkale,85.107.237.173,1,FALSE,542,9538,,G0140701,,,
692698285,3/22/2015 0:04,FALSE,1595543182,,3/22/2015 0:00,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,0,FALSE,566,9202,,G0150704,,,
692698260,3/22/2015 0:02,TRUE,1595542269,,3/22/2015 0:00,TRUE,clixsense,1,31505928,BGR,62,Svishtov,77.78.57.16,0,FALSE,566,9202,0,G0150709,FALSE,566,"9202
9202P"
692698260,3/22/2015 0:04,TRUE,1595543179,,3/22/2015 0:00,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,0,FALSE,566,9202,0,G0150709,FALSE,566,"9202
9202P"
692698260,3/22/2015 0:07,TRUE,1595544519,,3/22/2015 0:06,TRUE,clixsense,1,31336178,BIH,,,31.223.156.242,0,FALSE,566,9202,0,G0150709,FALSE,566,"9202
9202P"
692698260,3/22/2015 0:07,TRUE,1595544549,,3/22/2015 0:02,TRUE,neodev,1,28315076,VEN,,,190.206.88.164,0,FALSE,566,9202,0,G0150709,FALSE,566,"9202
9202P"
692698260,3/22/2015 0:08,TRUE,1595544667,,3/22/2015 0:05,TRUE,elite,1,30087800,BIH,1,Sarajevo,77.78.221.140,0,FALSE,566,9202P,0,G0150709,FALSE,566,"9202
9202P"
692698260,3/22/2015 0:14,TRUE,1595546760,,3/22/2015 0:08,TRUE,clixsense,1,6334396,IDN,4,Jakarta,112.215.64.18,0,FALSE,566,9202,0,G0150709,FALSE,566,"9202
9202P"
692698260,3/22/2015 0:14,TRUE,1595546772,,3/22/2015 0:12,TRUE,clixsense,1,29549258,TUR,16,Bursa,78.172.1.176,0,FALSE,566,9202,0,G0150709,FALSE,566,"9202
9202P"
692700985,3/22/2015 0:03,FALSE,1595542421,,3/22/2015 0:00,TRUE,clixsense,1,9834199,ROU,14,Constanta,79.116.42.83,0,FALSE,566,9202,,G0150709,,,
692700985,3/22/2015 0:06,FALSE,1595543709,,3/22/2015 0:00,TRUE,clixsense,1,30959343,DOM,5,Santo Domingo,190.167.0.229,0,FALSE,566,9202p,,G0150709,,,
692700985,3/22/2015 0:07,FALSE,1595544520,,3/22/2015 0:06,TRUE,clixsense,1,31336178,BIH,,,31.223.156.242,0,FALSE,566,9202,,G0150709,,,
692700985,3/22/2015 0:09,FALSE,1595545117,,3/22/2015 0:07,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,0,FALSE,566,9202,,G0150709,,,
692700985,3/22/2015 0:14,FALSE,1595546872,,3/22/2015 0:12,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,0,FALSE,566,9202,,G0150709,,,
692700985,3/22/2015 0:14,FALSE,1595546961,,3/22/2015 0:03,TRUE,clixsense,1,12999102,RUS,6,Severodvinsk,176.222.196.167,0,FALSE,566,9202P,,G0150709,,,
692698286,3/22/2015 0:02,TRUE,1595541978,,3/22/2015 0:00,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,0,FALSE,545,,0,G0160715,FALSE,545,
692698286,3/22/2015 0:03,TRUE,1595542609,TRUE,3/22/2015 0:02,TRUE,clixsense,1,29304462,TUR,17,Çanakkale,85.107.237.173,0,FALSE,NA,545,0,G0160715,FALSE,545,
692698286,3/22/2015 0:05,TRUE,1595543343,TRUE,3/22/2015 0:02,TRUE,neodev,0,23786472,IND,2,Tirupati,117.204.56.248,1,FALSE,NA,,0,G0160715,FALSE,545,
692698286,3/22/2015 0:08,FALSE,1595544841,,3/22/2015 0:03,TRUE,neodev,1,31167780,COL,2,Medellín,200.24.16.87,0,FALSE,NA,ninguno,0,G0160715,FALSE,545,
692698286,3/22/2015 0:12,FALSE,1595546101,,3/22/2015 0:09,TRUE,clixsense,1,31505928,BGR,62,Svishtov,77.78.57.16,0,FALSE,545,,0,G0160715,FALSE,545,
692700458,3/22/2015 0:03,FALSE,1595542418,,3/22/2015 0:00,TRUE,clixsense,1,9834199,ROU,14,Constanta,79.116.42.83,0,FALSE,NA,,,G0160715,,,
692700458,3/22/2015 0:06,FALSE,1595543712,,3/22/2015 0:00,TRUE,clixsense,1,30959343,DOM,5,Santo Domingo,190.167.0.229,0,FALSE,545,,,G0160715,,,
692700458,3/22/2015 0:07,FALSE,1595544522,,3/22/2015 0:06,TRUE,clixsense,1,31336178,BIH,,,31.223.156.242,0,FALSE,545,,,G0160715,,,
692700458,3/22/2015 0:09,FALSE,1595545124,,3/22/2015 0:07,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,0,FALSE,545,,,G0160715,,,
692700458,3/22/2015 0:14,FALSE,1595546876,,3/22/2015 0:12,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,NA,FALSE,NA,,,G0160715,,,
692700458,3/22/2015 0:14,FALSE,1595546970,,3/22/2015 0:03,TRUE,clixsense,1,12999102,RUS,6,Severodvinsk,176.222.196.167,NA,FALSE,NA,,,G0160715,,,
692698282,3/22/2015 0:07,FALSE,1595544426,,3/22/2015 0:05,TRUE,clixsense,1,29592447,BIH,1,Sarajevo,217.197.143.101,0,FALSE,545,9808,,G0170727,,,
692698282,3/22/2015 0:11,FALSE,1595545655,,3/22/2015 0:07,TRUE,clixsense,1,30376066,SRB,0,Belgrade,178.221.52.166,0,FALSE,545,9808,,G0170727,,,
692698282,3/22/2015 0:15,FALSE,1595547067,,3/22/2015 0:11,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,0,FALSE,545,9808,,G0170727,,,
692698268,3/22/2015 0:07,FALSE,1595544201,,3/22/2015 0:00,TRUE,neodev,1,30997957,SRB,,,91.148.96.31,0,FALSE,545,9808,,G0170728,,,
692698268,3/22/2015 0:09,FALSE,1595545002,,3/22/2015 0:07,TRUE,clixsense,1,29304462,TUR,17,Çanakkale,85.107.237.173,0,FALSE,545,9808,,G0170728,,,
692698268,3/22/2015 0:14,FALSE,1595546802,,3/22/2015 0:09,TRUE,elite,1,31858799,TUR,34,Istanbul,88.233.30.142,0,FALSE,545,9808,,G0170728,,,
692698269,3/22/2015 0:03,FALSE,1595542441,,3/22/2015 0:00,TRUE,clixsense,1,31336178,BIH,,,31.223.156.242,0,FALSE,545,9808,,G0170731,,,
692698269,3/22/2015 0:03,FALSE,1595542812,,3/22/2015 0:00,TRUE,neodev,1,21353389,LVA,25,Riga,77.38.251.50,0,FALSE,545,9808,,G0170731,,,
692698269,3/22/2015 0:06,FALSE,1595544030,,3/22/2015 0:04,TRUE,clixsense,1,29304462,TUR,17,Çanakkale,85.107.237.173,0,FALSE,545,9808,,G0170731,,,
692698269,3/22/2015 0:09,FALSE,1595545034,,3/22/2015 0:03,TRUE,neodev,1,28728128,ARG,,,181.111.23.71,0,FALSE,545,9808,,G0170731,,,
