_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,at_least_how_many_bicycles_are_loaded_on_the_bus,nobus,route,vehicle,at_least_how_many_bicycles_are_loaded_on_the_bus_gold,image,nobus_gold,route_gold,vehicle_gold
692698246,3/22/2015 0:13,TRUE,1595546408,,3/22/2015 0:11,TRUE,clixsense,1,30959343,DOM,5,Santo Domingo,190.167.0.229,1,FALSE,NA,2735,1,G0030580,FALSE,NA,2735
692698246,3/22/2015 0:14,TRUE,1595546884,,3/22/2015 0:13,TRUE,clixsense,1,30517365,MAR,,,197.130.175.223,1,FALSE,NA,2735,1,G0030580,FALSE,NA,2735
692698246,3/22/2015 0:14,TRUE,1595546974,,3/22/2015 0:03,TRUE,clixsense,1,12999102,RUS,6,Severodvinsk,176.222.196.167,1,FALSE,NA,2735,1,G0030580,FALSE,NA,2735
692698247,3/22/2015 0:03,FALSE,1595542419,,3/22/2015 0:00,TRUE,clixsense,1,9834199,ROU,14,Constanta,79.116.42.83,1,FALSE,NA,2735,,G0030580,,,
692698247,3/22/2015 0:06,FALSE,1595543718,,3/22/2015 0:00,TRUE,clixsense,1,30959343,DOM,5,Santo Domingo,190.167.0.229,1,FALSE,NA,2735,,G0030580,,,
692698247,3/22/2015 0:07,FALSE,1595544513,,3/22/2015 0:06,TRUE,clixsense,1,31336178,BIH,,,31.223.156.242,1,FALSE,NA,2735,,G0030580,,,
692698247,3/22/2015 0:09,FALSE,1595545120,,3/22/2015 0:07,TRUE,clixsense,1,30367752,TUR,34,Istanbul,92.44.79.216,1,FALSE,NA,2735,,G0030580,,,
692698247,3/22/2015 0:14,FALSE,1595546864,,3/22/2015 0:12,TRUE,neodev,0.75,30627106,BIH,1,Tuzla,31.176.194.54,1,FALSE,NA,2735,,G0030580,,,
692698247,3/22/2015 0:14,FALSE,1595546984,,3/22/2015 0:03,TRUE,clixsense,1,12999102,RUS,6,Severodvinsk,176.222.196.167,1,FALSE,NA,2735,,G0030580,,,
692701168,3/22/2015 0:07,FALSE,1595544548,,3/22/2015 0:02,TRUE,neodev,1,28315076,VEN,,,190.206.88.164,1,FALSE,NA,2735,,G0030580,,,
692701168,3/22/2015 0:09,FALSE,1595544954,,3/22/2015 0:00,TRUE,neodev,1,31969790,MUS,17,Floréal,197.226.131.31,1,FALSE,NA,2735,,G0030580,,,
692701168,3/22/2015 0:13,FALSE,1595546329,,3/22/2015 0:09,TRUE,clixsense,1,30517365,MAR,,,197.130.175.223,1,FALSE,NA,2735,,G0030580,,,
692701168,3/22/2015 0:13,FALSE,1595546409,,3/22/2015 0:11,TRUE,clixsense,1,30959343,DOM,5,Santo Domingo,190.167.0.229,1,FALSE,NA,2735,,G0030580,,,
692698293,3/22/2015 0:07,FALSE,1595544206,,3/22/2015 0:00,TRUE,neodev,1,30997957,SRB,,,91.148.96.31,1,FALSE,48,2735,,G0030588,,,
692698293,3/22/2015 0:09,FALSE,1595545004,,3/22/2015 0:07,TRUE,clixsense,1,29304462,TUR,17,Çanakkale,85.107.237.173,1,FALSE,48,2735,,G0030588,,,
